,asset1,asset2,correlation
1303,MU,SNPS,0.5616571437977242
82,ABNB,MCHP,0.56164835905152
867,CTSH,TXN,0.5616241241355769
692,CDW,NVDA,0.5616032487771975
1261,MNST,SBUX,0.5615415379296889
65,ABNB,AMZN,0.5611848611878081
1376,ROP,SNPS,0.5610827133269836
433,AMZN,PLTR,0.5610081600140802
1242,MELI,TEAM,0.5610003138485796
755,CPRT,PLTR,0.5608608341522114
1344,PANW,SNPS,0.5608461988226151
325,AMAT,IDXX,0.5607080924903356
1318,NVDA,WDAY,0.560659844247673
1367,PYPL,TTD,0.5605809200503173
453,ANSS,DASH,0.560579830821067
134,ADBE,META,0.5605790082587604
1208,MCHP,SBUX,0.5604841258255352
774,CRWD,MELI,0.5604776705098419
640,CDNS,ISRG,0.5604320740627885
1393,TTD,WDAY,0.5603471403537277
767,CPRT,ZS,0.5603420210574251
569,AVGO,GOOG,0.560291262970686
1351,PAYX,TXN,0.5602393805073482
895,DASH,WDAY,0.5600574906468435
804,CSGP,MSFT,0.5599412387475797
23,AAPL,FTNT,0.5598652634932858
1151,LRCX,MELI,0.5598303707380025
969,GOOG,MELI,0.5596256176193216
482,ANSS,PAYX,0.5595550588149439
209,ADI,TTD,0.5595020999183562
880,DASH,MRVL,0.5591527272294409
1326,NXPI,SBUX,0.5587794309401575
278,ADSK,META,0.5587048666922788
1226,MDLZ,MNST,0.5586851615587649
504,APP,TTD,0.5584940183813394
427,AMZN,MSTR,0.5584507098536948
885,DASH,NXPI,0.5583264529102159
907,DDOG,NVDA,0.5582786389487708
1316,NVDA,TTD,0.55815273640452
763,CPRT,TTD,0.5579475672402593
868,DASH,DDOG,0.5579458835605382
742,CPRT,MDB,0.5579298199092005
480,ANSS,ODFL,0.557751831934179
29,AAPL,INTC,0.5577388150203039
506,APP,ZS,0.5575471471408261
450,ANSS,CRWD,0.5575241082653676
816,CSX,HON,0.557372703898891
274,ADSK,MAR,0.5568068892236954
701,CDW,SNPS,0.5567099719858448
89,ABNB,NVDA,0.5566831350402878
994,GOOGL,MELI,0.5566264080184782
1018,HON,ROP,0.5565396081067054
497,APP,DASH,0.5563275138598893
729,CPRT,GFS,0.5562387357333275
319,AMAT,DASH,0.5561786059221736
1293,MSFT,ZS,0.5561620462390847
843,CTAS,ODFL,0.5559175530539991
1097,ISRG,NVDA,0.5557488103597671
435,AMZN,QCOM,0.5554445497744969
179,ADI,HON,0.5553997953480866
838,CTAS,MNST,0.5552853637527856
1232,MELI,MSTR,0.5552252970528013
227,ADP,GOOGL,0.5551975181174761
1253,META,PYPL,0.5551686743378184
1022,IDXX,KLAC,0.554697271961804
657,CDNS,PAYX,0.5546920005458952
159,ADI,AMZN,0.5544694733388024
498,APP,DDOG,0.5543080119181835
1273,MRVL,TTD,0.5542786083362837
19,AAPL,CTSH,0.5542651462681971
499,APP,INTU,0.5540564655123216
85,ABNB,MRVL,0.5535778376841065
1061,INTU,MAR,0.5534775012560735
1320,NXPI,ODFL,0.5534655312439968
419,AMZN,LRCX,0.5531986760880551
539,ASML,META,0.5529212009551318
665,CDNS,TTD,0.5528188403336122
863,CTSH,NXPI,0.5527896308959968
819,CSX,ODFL,0.5527579087541742
483,ANSS,PLTR,0.5527388264506665
492,ANSS,VRSK,0.5526672875874197
361,AMD,CDW,0.5526116878154592
834,CTAS,LULU,0.552559969647631
150,ADBE,TEAM,0.5525422194094275
447,ANSS,CDW,0.5525002502303903
93,ABNB,PYPL,0.5523632249074687
676,CDW,CTSH,0.5523138556919788
1031,IDXX,NXPI,0.5522686804036399
1075,INTU,PANW,0.5521779425964977
552,ASML,ROP,0.5521526621628914
714,COST,ODFL,0.5521290015111522
250,ADSK,AXON,0.5520414017164276
119,ADBE,DDOG,0.551883352734379
1002,GOOGL,PAYX,0.5518744637525799
294,ADSK,SBUX,0.5518738167556274
808,CSGP,SNPS,0.5518379930966991
934,FAST,VRSK,0.5515229644424888
1359,PLTR,TSLA,0.5512410628799643
365,AMD,DASH,0.5512281458422034
1189,MAR,QCOM,0.551046875239623
226,ADP,GOOG,0.5509476137643317
546,ASML,ODFL,0.5509135984583288
137,ADBE,MU,0.5507742535161733
1294,MSTR,NVDA,0.5506814283551806
1171,LULU,MELI,0.5506694465012063
1014,HON,MCHP,0.5505114807521245
401,AMZN,AVGO,0.5505088872274945
873,DASH,KLAC,0.5504570419028779
190,ADI,MELI,0.550429359844977
1140,LIN,MCHP,0.5504005790348957
793,CSCO,TXN,0.5503672673989711
610,BKNG,LIN,0.5500597240830641
977,GOOG,PAYX,0.5497544713601054
924,FAST,INTU,0.5496817299948981
229,ADP,IDXX,0.5496630586852325
792,CSCO,PAYX,0.5496532520284266
1203,MCHP,PAYX,0.5496316152594215
1243,MELI,TSLA,0.5496137783083288
16,AAPL,CSCO,0.549530205725898
396,AMD,ZS,0.5493197574716556
1201,MCHP,ODFL,0.5492768463681204
556,ASML,TTD,0.5488802535352214
472,ANSS,META,0.5488206333060213
630,CDNS,DASH,0.5484725185022886
522,ASML,FTNT,0.5484357851396532
300,ADSK,VRSK,0.5484151972974424
240,ADP,TXN,0.5483864773901848
1158,LRCX,ODFL,0.5480342676910656
825,CTAS,GOOG,0.5480187099733528
141,ADBE,ON,0.5478833969542465
434,AMZN,PYPL,0.547823879483832
261,ADSK,FAST,0.5476797006544409
864,CTSH,PAYX,0.5476635050545714
826,CTAS,GOOGL,0.5474793778003698
1025,IDXX,MCHP,0.5472260392142018
1113,KLAC,LIN,0.5471032100824782
64,ABNB,AMD,0.5470628164026126
634,CDNS,GFS,0.5469800653133498
1099,ISRG,PAYX,0.5469359038793709
813,CSGP,WDAY,0.5468347465021544
1116,KLAC,MAR,0.5468136013467791
1034,IDXX,PAYX,0.546762165913558
1212,MCHP,WDAY,0.5467567905126122
633,CDNS,FTNT,0.546718887976588
613,BKNG,MCHP,0.5467059195332218
871,DASH,IDXX,0.54658124869966
1000,GOOGL,NXPI,0.5463657391251991
366,AMD,DDOG,0.5463321173344646
200,ADI,PAYX,0.546278715516169
947,GFS,INTU,0.5462368491921891
389,AMD,PLTR,0.5461437380538429
608,BKNG,INTU,0.5460957767657757
1230,MELI,MRVL,0.5460686403320627
975,GOOG,NXPI,0.5460666586142688
1331,NXPI,WDAY,0.5460459858705015
364,AMD,CTAS,0.5459934696037335
874,DASH,LRCX,0.5459758844135199
973,GOOG,MU,0.545890833070088
1193,MCHP,MELI,0.5457589345850629
998,GOOGL,MU,0.5456773883261102
622,CCEP,MDLZ,0.5455009059471377
550,ASML,PYPL,0.5454959189391794
1251,META,NVDA,0.5452561275782017
700,CDW,SBUX,0.5452335190063272
806,CSGP,ROP,0.545043452772246
534,ASML,LULU,0.5448516067214666
477,ANSS,MU,0.5448129214759022
841,CTAS,NVDA,0.5448105452917585
172,ADI,DASH,0.5447796457707178
654,CDNS,ODFL,0.5446812701520894
1381,SBUX,TXN,0.5445430722335961
60,AAPL,ZS,0.5445245488157534
940,FTNT,MSFT,0.5444125534040454
559,ASML,ZS,0.5441803842165933
710,COST,INTU,0.5439975935888757
1194,MCHP,META,0.5439795251965437
1188,MAR,PCAR,0.5438803542134829
399,AMZN,APP,0.5438787604367284
625,CDNS,CDW,0.5438608796421273
715,COST,PAYX,0.5435541456635863
455,ANSS,FAST,0.5435199263896303
0,AAPL,ABNB,0.5434621201613354
1295,MSTR,PLTR,0.5431836247296287
456,ANSS,GFS,0.5431406983093799
20,AAPL,DASH,0.543037145114518
1015,HON,NXPI,0.542936765663088
1073,INTU,ODFL,0.5429358075791317
1042,IDXX,WDAY,0.5426409236492046
1170,LULU,MDB,0.5426355722605544
1023,IDXX,LRCX,0.5426040429622142
984,GOOG,WDAY,0.5425215079169714
892,DASH,TEAM,0.5423388034140502
609,BKNG,KLAC,0.5422344039766802
815,CSX,FAST,0.5422261924367046
213,ADP,ADSK,0.5420036904218762
91,ABNB,ON,0.5419320484612811
115,ADBE,CRWD,0.541922434490122
1134,KLAC,TTD,0.54178636793266
777,CRWD,NVDA,0.541480415668101
214,ADP,ANSS,0.5413991481153164
1176,LULU,SBUX,0.5412491118557052
1281,MSFT,ON,0.5410622638530989
537,ASML,MDB,0.5410240282214002
1068,INTU,MSTR,0.5405929988952486
605,BKNG,CCEP,0.5404660953564042
621,CCEP,LIN,0.5404048016016246
501,APP,MELI,0.5403649206641954
1009,GOOGL,WDAY,0.5403286315059264
1272,MRVL,TSLA,0.5402969711630012
1206,MCHP,PYPL,0.540239516946313
378,AMD,MDB,0.540201274312198
708,COST,FAST,0.5401603932456948
762,CPRT,TEAM,0.5400991630715212
699,CDW,ROP,0.53996682199802
163,ADI,BKNG,0.5398913156775385
262,ADSK,FTNT,0.5398623655149932
1094,ISRG,MCHP,0.539838458454121
720,CPRT,CRWD,0.5397971038776181
617,BKNG,NXPI,0.5397856048912204
1090,ISRG,KLAC,0.5397554347474196
328,AMAT,ISRG,0.5396320586089713
420,AMZN,LULU,0.5395333093255394
1368,PYPL,WDAY,0.53953287015518
98,ABNB,TSLA,0.5395185949650463
1027,IDXX,MELI,0.5394969463936466
926,FAST,MCHP,0.5394415684956386
121,ADBE,FTNT,0.5393232877162875
330,AMAT,LIN,0.5391034899325529
1180,LULU,WDAY,0.5390607289469453
96,ABNB,SNPS,0.5390369146817129
822,CSX,TXN,0.5390204249872368
1043,IDXX,ZS,0.5389577214784265
66,ABNB,ANSS,0.5387981702168445
756,CPRT,PYPL,0.538676899458748
24,AAPL,GFS,0.5385462742688506
63,ABNB,AMAT,0.538316607950846
1001,GOOGL,ON,0.5382751020047013
656,CDNS,PANW,0.5382721611841387
1101,ISRG,ROP,0.5382278509588441
1377,ROP,TXN,0.5382209640980199
407,AMZN,CSGP,0.5381374090796089
1106,ISRG,VRSK,0.5380425179709604
814,CSX,CTAS,0.5379390622001415
263,ADSK,GFS,0.5379241466656489
548,ASML,PAYX,0.5378882556548096
890,DASH,SBUX,0.537708192248807
58,AAPL,VRSK,0.5374040005725484
143,ADBE,PAYX,0.5373167946163696
1126,KLAC,ODFL,0.5371308888132612
976,GOOG,ON,0.5370822511176647
690,CDW,MSFT,0.5366826792888879
395,AMD,WDAY,0.536410698883495
408,AMZN,CTAS,0.5363768177536176
175,ADI,FTNT,0.5363115837308976
939,FTNT,MCHP,0.5359941954075692
1149,LRCX,MAR,0.5359608953423081
133,ADBE,MELI,0.5359585719321578
233,ADP,MCHP,0.5358942411546502
805,CSGP,PYPL,0.535855068875292
723,CPRT,CTSH,0.5356109996969899
47,AAPL,ODFL,0.5355800942683527
719,COST,VRSK,0.5355598708086684
549,ASML,PLTR,0.5354890575189172
571,AVGO,HON,0.5354783443530113
670,CDW,COST,0.5352890245177339
849,CTAS,SBUX,0.5352768404326536
35,AAPL,LULU,0.5352723657158898
216,ADP,CDNS,0.5352325003220472
1392,TSLA,ZS,0.5351958047922485
145,ADBE,PYPL,0.535182686026096
353,AMAT,WDAY,0.5351417836631184
1084,INTU,TSLA,0.535080302312152
421,AMZN,MCHP,0.5346256781617551
1305,NFLX,PYPL,0.5346035561364473
56,AAPL,TTD,0.5345654381595524
43,AAPL,MSTR,0.5344680240155028
1296,MSTR,TSLA,0.5344353670832828
839,CTAS,MRVL,0.5344096915262013
893,DASH,TSLA,0.5342179252376132
1328,NXPI,TSLA,0.5338680970289094
351,AMAT,TTD,0.533866024843773
1240,MELI,SBUX,0.5337948514335864
211,ADI,WDAY,0.5337506662827195
1131,KLAC,ROP,0.5336023978987045
1030,IDXX,NVDA,0.5335599478888509
619,BKNG,SBUX,0.5334540668734215
526,ASML,HON,0.5333902502546913
440,AMZN,TXN,0.5333252426371122
304,AEP,MDLZ,0.5332678180030699
1107,ISRG,WDAY,0.5332252082619569
118,ADBE,DASH,0.5331901290265103
1268,MRVL,PLTR,0.5331484996892878
1256,META,TTD,0.5330543731896714
95,ABNB,SBUX,0.5329880623619878
1350,PAYX,SNPS,0.5329740056045582
1283,MSFT,PAYX,0.5329738286493839
602,AXON,MELI,0.5329237594862898
1297,MSTR,TTD,0.5327915399569073
1105,ISRG,TXN,0.5326856503632693
728,CPRT,FTNT,0.532681291725426
1029,IDXX,MSFT,0.532647236977783
380,AMD,META,0.5324297148451198
1070,INTU,NFLX,0.532390724739481
151,ADBE,TTD,0.5321491742705502
865,CTSH,QCOM,0.5321205665837185
897,DDOG,GOOG,0.5320779162987164
500,APP,MDB,0.5319463488704615
1138,LIN,LRCX,0.5319383387155217
1035,IDXX,QCOM,0.531881030514521
597,AXON,CPRT,0.5317819568080732
616,BKNG,NVDA,0.5317178012404925
905,DDOG,MRVL,0.5315213937417964
467,ANSS,LULU,0.5314693380237546
1104,ISRG,TTD,0.5314056099534363
1132,KLAC,SBUX,0.5312629153667954
985,GOOG,ZS,0.531257656860501
846,CTAS,PEP,0.5310081120738124
174,ADI,FAST,0.5309896002214083
1210,MCHP,TSLA,0.5309779060825356
1136,KLAC,WDAY,0.530820528853409
336,AMAT,META,0.5308188165567396
1366,PYPL,TEAM,0.5308018432023964
1010,GOOGL,ZS,0.5307330528257169
1374,QCOM,WDAY,0.5306962088953913
203,ADI,PYPL,0.5306108064067976
861,CTSH,MRVL,0.5305365978603305
465,ANSS,LIN,0.5305085483300822
961,GOOG,IDXX,0.530468839507563
1228,MDLZ,XEL,0.5303990410839826
1220,MDB,PYPL,0.5302493919325119
1364,PYPL,SBUX,0.5300985076540499
518,ASML,CTSH,0.5300877526938726
847,CTAS,QCOM,0.530046177939926
1169,LULU,MCHP,0.5300439117322229
1120,KLAC,META,0.5300381466810676
986,GOOGL,IDXX,0.5296953157883897
392,AMD,TSLA,0.5296842490733871
898,DDOG,GOOGL,0.5295393288540422
445,ANSS,AXON,0.5295011438548036
1095,ISRG,MELI,0.5294939262070819
1092,ISRG,LRCX,0.5294341634666202
393,AMD,TTD,0.529410443108988
1322,NXPI,PAYX,0.5293974965623885
502,APP,PLTR,0.5293034206877307
1049,INTC,MSFT,0.529165065853309
632,CDNS,FAST,0.5290276119520915
1165,LRCX,TTD,0.5289684856391633
53,AAPL,SBUX,0.5287828375045182
1361,PLTR,WDAY,0.5286971504346699
685,CDW,LIN,0.5286762405994515
604,AXON,TTD,0.528608084168498
97,ABNB,TEAM,0.5285193763098166
796,CSGP,DDOG,0.5284954668486235
1278,MSFT,MU,0.5283931445027547
1058,INTU,LIN,0.5283773583775543
1091,ISRG,LIN,0.5283392401330755
69,ABNB,CDNS,0.5282101917893929
1115,KLAC,LULU,0.5282058386972607
1236,MELI,NXPI,0.5281526745262614
1012,HON,KLAC,0.5281011487244158
1044,INTC,INTU,0.5279176340848106
312,AMAT,BKNG,0.5279041671436603
910,DDOG,PYPL,0.5278529638820038
776,CRWD,MSFT,0.5278152140667776
251,ADSK,BKNG,0.527672599563612
94,ABNB,QCOM,0.5276077711492289
320,AMAT,FAST,0.527557344263752
1308,NVDA,ODFL,0.5275552155688935
775,CRWD,MRVL,0.5275484768412255
886,DASH,ON,0.5274881853410902
1345,PANW,WDAY,0.5274755553483252
235,ADP,NXPI,0.527463766019779
372,AMD,ISRG,0.5273847136578101
1146,LIN,SBUX,0.5272410572647382
345,AMAT,PLTR,0.527181523100705
417,AMZN,ISRG,0.5269052632815155
1185,MAR,NVDA,0.5267154189760841
318,AMAT,CTSH,0.5266260183760458
797,CSGP,HON,0.5265911425169558
520,ASML,DDOG,0.5265543907281282
429,AMZN,NFLX,0.5262308380118799
694,CDW,ODFL,0.526195989248763
487,ANSS,SBUX,0.5260047991079931
1139,LIN,MAR,0.5259121679702377
1174,LULU,NXPI,0.5259083533046761
575,AVGO,ISRG,0.5258914113765425
908,DDOG,PANW,0.5258554035110883
220,ADP,CSCO,0.5258419497778943
1172,LULU,MSFT,0.5257562158806375
50,AAPL,PYPL,0.5256009302389146
376,AMD,MAR,0.5254251016994732
1365,PYPL,SNPS,0.5253849771669324
803,CSGP,MELI,0.5253649883731136
432,AMZN,ON,0.5253376852655198
155,ADI,ADP,0.5252385356189757
800,CSGP,KLAC,0.5251250507298261
1137,KLAC,ZS,0.5248174424735864
879,DASH,META,0.5247949764128033
80,ABNB,LULU,0.5247494897477394
387,AMD,ODFL,0.5244855028011993
713,COST,MSFT,0.5244743649097208
1336,ODFL,SNPS,0.5244174825331216
1355,PEP,ROP,0.5243781190533505
862,CTSH,MSFT,0.5243170777743963
1167,LRCX,WDAY,0.5242936262271307
555,ASML,TSLA,0.5241805601711722
461,ANSS,INTC,0.5241742463318486
798,CSGP,IDXX,0.5241667719595472
27,AAPL,HON,0.5241516763225168
1128,KLAC,PAYX,0.5240921312403692
925,FAST,KLAC,0.5239369358684403
1205,MCHP,PLTR,0.5236838278863438
677,CDW,FAST,0.5235916563694992
315,AMAT,COST,0.523460181256539
36,AAPL,MAR,0.5233763001308369
844,CTAS,ON,0.5233288760956571
1163,LRCX,SBUX,0.5232121962758809
580,AVGO,MAR,0.5230126649129607
87,ABNB,MSTR,0.522930498495686
1102,ISRG,SBUX,0.5225669555180517
1039,IDXX,TTD,0.5225393828108317
1037,IDXX,SBUX,0.522504829418826
1183,MAR,MRVL,0.522249935453496
521,ASML,FAST,0.5222293507571344
1190,MAR,SBUX,0.5221982037693812
76,ABNB,GOOGL,0.5221469660248322
562,AVGO,COST,0.522099692635586
889,DASH,QCOM,0.5220578967479095
130,ADBE,LULU,0.5220409695350224
258,ADSK,CTSH,0.5219448462790239
1263,MRVL,MSTR,0.5218824353467287
626,CDNS,COST,0.5217532515953692
916,DXCM,IDXX,0.521668769726326
1255,META,SNPS,0.5216494339993986
809,CSGP,TEAM,0.5216181023804859
75,ABNB,GOOG,0.5214723324302558
1229,MELI,META,0.5214647798798242
120,ADBE,FAST,0.5214616038993187
946,GFS,INTC,0.5214446474460814
1028,IDXX,MRVL,0.5209927009135483
923,FAST,IDXX,0.5209880105049363
1143,LIN,NXPI,0.5209097133723799
397,AMGN,GILD,0.5209029825715737
221,ADP,CSGP,0.520679380118718
234,ADP,MSFT,0.5205953932800165
1145,LIN,ROP,0.5205354789748063
718,COST,TXN,0.5204854245605716
459,ANSS,HON,0.5204826763850993
1181,LULU,ZS,0.5202301624666107
1260,MNST,ROP,0.5202203673008724
1032,IDXX,ODFL,0.5200998413877426
144,ADBE,PLTR,0.520089797629375
614,BKNG,MELI,0.5200361989041116
1340,ON,TSLA,0.5199665609584865
611,BKNG,LRCX,0.519958141063505
1178,LULU,TTD,0.5199492724402188
297,ADSK,TSLA,0.5198262608914807
1289,MSFT,TTD,0.5198179327431689
687,CDW,MAR,0.5198096756595196
1093,ISRG,LULU,0.5197140900828919
572,AVGO,IDXX,0.5196133632802206
78,ABNB,KLAC,0.5196051581116664
100,ABNB,WDAY,0.5194545850757282
187,ADI,LULU,0.519453754373313
1100,ISRG,QCOM,0.5193037559456127
347,AMAT,ROP,0.5193026681820896
1258,META,WDAY,0.5193009962473426
1385,SNPS,VRSK,0.5192855398933572
624,CCEP,PEP,0.5191735064216592
1204,MCHP,PCAR,0.5191176805559582
344,AMAT,PAYX,0.5190123312614309
431,AMZN,NXPI,0.5189766521402269
802,CSGP,MDB,0.5189412588061781
1343,ON,WDAY,0.5187488669855008
1234,MELI,NFLX,0.5187399190587374
496,APP,CRWD,0.5184584802186291
201,ADI,PCAR,0.5184373393828501
601,AXON,INTU,0.518390738926781
88,ABNB,MU,0.5183304991625661
266,ADSK,HON,0.5183020050530496
113,ADBE,CDW,0.5181458355818619
1354,PCAR,TXN,0.5181362901429204
495,APP,CPRT,0.5180485936580186
866,CTSH,ROP,0.5180210009716856
1257,META,TXN,0.5179271459832488
15,AAPL,CRWD,0.5177834441087606
759,CPRT,ROST,0.5177753826328174
771,CRWD,IDXX,0.5175592836480484
212,ADI,ZS,0.5175421517164943
1147,LIN,TXN,0.5173654977104063
509,ASML,CCEP,0.5172972555680246
680,CDW,GOOGL,0.5172386737551679
853,CTAS,WDAY,0.5172054346238382
952,GFS,MSFT,0.5171635382664933
116,ADBE,CSGP,0.5171497006903258
1254,META,QCOM,0.5171477801007017
38,AAPL,MDB,0.5171040044414048
587,AVGO,ODFL,0.5170986066797054
1291,MSFT,VRSK,0.5169747377671258
875,DASH,LULU,0.5169006325150477
567,AVGO,FAST,0.5168869439470185
404,AMZN,COST,0.5168836626536141
566,AVGO,CTSH,0.5167255468399188
122,ADBE,GFS,0.5166388743859122
789,CSCO,MCHP,0.5165091195351933
79,ABNB,LRCX,0.5164270071635689
644,CDNS,MAR,0.516375661344947
780,CRWD,PYPL,0.5163520224384986
1051,INTC,NVDA,0.5163343651982305
869,DASH,GOOG,0.5163126099931898
937,FTNT,ISRG,0.5162961016328904
167,ADI,CSCO,0.5162647339193188
1237,MELI,ON,0.5161823351301102
1247,META,MRVL,0.5160190270357997
881,DASH,MSFT,0.5160051634270101
348,AMAT,SBUX,0.515985001887891
927,FAST,MSFT,0.5159500743333375
503,APP,TEAM,0.5158920888551566
21,AAPL,DDOG,0.5157883720696036
215,ADP,ASML,0.515729547455219
1192,MAR,TXN,0.5156747097953811
281,ADSK,MSTR,0.5155167436221313
674,CDW,CSX,0.5154490777619986
854,CTSH,GOOG,0.5151895136155964
1162,LRCX,ROP,0.5151530285732097
1011,HON,INTU,0.5150917940187596
191,ADI,META,0.5150841592235968
711,COST,KLAC,0.5148905988042924
679,CDW,GOOG,0.5148089263308545
1024,IDXX,LULU,0.5145999173746194
168,ADI,CSGP,0.5145919301126145
332,AMAT,LULU,0.5144719862771066
790,CSCO,MRVL,0.5144351113051302
1144,LIN,PAYX,0.514229975680765
817,CSX,ISRG,0.5141220764553106
1175,LULU,PAYX,0.514104508983489
350,AMAT,TSLA,0.5140704774530123
835,CTAS,MAR,0.5139866048087667
542,ASML,MSTR,0.5139864307910199
615,BKNG,MU,0.5139850234435904
515,ASML,CSCO,0.5139477869886063
870,DASH,GOOGL,0.5139024969685906
1173,LULU,NVDA,0.513866684326852
468,ANSS,MAR,0.5138645079734645
855,CTSH,GOOGL,0.5137690546635046
1152,LRCX,META,0.5137496121960942
239,ADP,SNPS,0.5137431227488947
1329,NXPI,TTD,0.5135954877148026
902,DDOG,KLAC,0.513589050359583
1160,LRCX,PAYX,0.5135663321885057
402,AMZN,BKNG,0.5134906430120425
697,CDW,PCAR,0.5133922527179514
811,CSGP,TXN,0.5133819128150041
932,FAST,SNPS,0.5133637371221835
1215,MDB,MRVL,0.5133122790231003
579,AVGO,LULU,0.5132305904823226
1353,PAYX,WDAY,0.5129394731428272
268,ADSK,INTC,0.5128967172970461
1380,SBUX,SNPS,0.5128843725563462
476,ANSS,MSTR,0.5128553963407174
1334,ODFL,QCOM,0.512820685246636
744,CPRT,META,0.5126884751735777
205,ADI,ROP,0.5126676416475104
202,ADI,PLTR,0.5126219350272442
1375,ROP,SBUX,0.512440980438764
754,CPRT,PCAR,0.512370517907789
33,AAPL,LIN,0.5123511809995265
222,ADP,CSX,0.512235829111914
1118,KLAC,MDB,0.5121219112959061
920,FAST,GOOG,0.51202034212956
1349,PAYX,SBUX,0.5120019163378411
600,AXON,IDXX,0.5119337875353586
1314,NVDA,TEAM,0.5119032953345242
691,CDW,MU,0.5118758213691538
807,CSGP,SBUX,0.5118276664571001
935,FTNT,IDXX,0.5118236476981786
1218,MDB,PANW,0.5117594502500796
1177,LULU,SNPS,0.5117588481308419
1129,KLAC,PLTR,0.5117059166757176
1370,QCOM,SBUX,0.5116084018945632
17,AAPL,CSX,0.5114217864582787
682,CDW,IDXX,0.5114109984607833
788,CSCO,HON,0.5114059918294714
242,ADP,WDAY,0.511352443702513
1249,META,MU,0.5112862013618067
618,BKNG,ON,0.510891355699473
208,ADI,TSLA,0.5107928304378799
921,FAST,GOOGL,0.5106298730481478
354,AMAT,ZS,0.5104978422947277
516,ASML,CSX,0.5104067822865812
218,ADP,COST,0.5103893541356479
1347,PAYX,QCOM,0.5103408067595092
1282,MSFT,PANW,0.5101518422511578
1277,MSFT,MSTR,0.5101199451229225
938,FTNT,KLAC,0.5100839192765617
987,GOOGL,INTC,0.5099433538130581
409,AMZN,CTSH,0.5098910057553024
667,CDNS,VRSK,0.5098521076780259
198,ADI,ODFL,0.5096615728567117
1269,MRVL,PYPL,0.5096389625907657
993,GOOGL,MDB,0.5094319789356999
928,FAST,NXPI,0.5092278755285445
324,AMAT,HON,0.5091956926811083
968,GOOG,MDB,0.5089071514946015
821,CSX,ROP,0.5088745798958572
224,ADP,CTSH,0.5088577871734792
673,CDW,CSGP,0.5087878748970115
1323,NXPI,PCAR,0.5087337838220383
375,AMD,LULU,0.5087054281494938
1250,META,NFLX,0.5082455162166376
944,FTNT,WDAY,0.5082128404852171
1191,MAR,SNPS,0.5081356087991016
661,CDNS,SBUX,0.508115223954863
603,AXON,SNPS,0.507894942479549
514,ASML,CRWD,0.5078292642340099
448,ANSS,COST,0.5077853837420057
1333,ODFL,PAYX,0.5076478739972282
231,ADP,ISRG,0.5075900458487907
859,CTSH,LRCX,0.5074806701259794
962,GOOG,INTC,0.5073966518578793
791,CSCO,NXPI,0.5072548224286544
412,AMZN,GFS,0.5071903271072222
140,ADBE,ODFL,0.5071507190014902
716,COST,PEP,0.5071499989894197
438,AMZN,TSLA,0.5071017384840286
1233,MELI,MU,0.5070663708177968
901,DDOG,ISRG,0.5068968112083986
415,AMZN,IDXX,0.5068962988102584
823,CTAS,CTSH,0.506609976512319
512,ASML,COST,0.5066095860544982
148,ADBE,SBUX,0.506487454274855
288,ADSK,PANW,0.5063363733464213
363,AMD,CRWD,0.5062437854448618
1108,ISRG,ZS,0.5062170192952505
783,CRWD,TSLA,0.5061488553413593
1148,LRCX,LULU,0.506044091994653
173,ADI,DDOG,0.5060264022995604
505,APP,WDAY,0.5060046101432766
72,ABNB,CSGP,0.505976972282971
981,GOOG,TEAM,0.5058365047745224
1179,LULU,TXN,0.5057994729462122
801,CSGP,LULU,0.5057199531669138
591,AVGO,ROP,0.5056401741675154
592,AVGO,SBUX,0.5056192703344219
1098,ISRG,NXPI,0.505379809616521
642,CDNS,LIN,0.5052319005751291
589,AVGO,PAYX,0.50522704052111
1369,PYPL,ZS,0.5051300268982176
169,ADI,CSX,0.5051039091519961
1324,NXPI,PLTR,0.5050610256405831
103,ADBE,ADP,0.50501269864913
428,AMZN,MU,0.5047180921522677
1395,TXN,WDAY,0.5046280870161912
1306,NFLX,WDAY,0.5045967422259265
1033,IDXX,ON,0.5045803395246269
577,AVGO,LIN,0.5045405403056692
142,ADBE,PANW,0.5044978207803976
1372,QCOM,TTD,0.5044908375039747
705,CMCSA,CTSH,0.5044325392257677
858,CTSH,KLAC,0.5042860077367551
941,FTNT,NVDA,0.5038544969163773
709,COST,IDXX,0.5037873937312526
238,ADP,SBUX,0.5037862424993024
1006,GOOGL,TEAM,0.503765589844453
703,CDW,VRSK,0.5036697698645415
283,ADSK,NFLX,0.5035902472792052
648,CDNS,META,0.5035548343024797
1391,TSLA,TTD,0.5035393772869006
232,ADP,LIN,0.5032811051077767
1379,ROP,WDAY,0.503150114617497
1184,MAR,MU,0.5030955126398226
86,ABNB,MSFT,0.502890726246754
607,BKNG,DASH,0.5028675847372757
383,AMD,MSTR,0.5028591713076677
787,CSCO,CTAS,0.5028319847025098
1341,ON,TTD,0.5027541390031133
473,ANSS,MNST,0.5027456476873015
359,AMD,BKNG,0.502739948902001
1168,LRCX,ZS,0.5027170133153622
1363,PYPL,QCOM,0.5027065008180551
1197,MCHP,MSTR,0.5026744344276635
1026,IDXX,MDB,0.5026477445164212
1141,LIN,MSFT,0.5022564151224018
726,CPRT,DXCM,0.5019157677175702
638,CDNS,INTC,0.5019154098065688
899,DDOG,IDXX,0.5018683314446699
883,DASH,NFLX,0.5018533951064034
1003,GOOGL,PLTR,0.5018344139111928
598,AXON,CRWD,0.5016984592636903
