,AAPL,ABNB,ADBE,ADI,ADP,ADSK,AEP,AMAT,AMD,AMGN,AMZN,ANSS,APP,ASML,AVGO,AXON,AZN,BIIB,BKNG,BKR,CCEP,CDNS,CDW,CEG,CHTR,CMCSA,COST,CPRT,CRWD,CSCO,CSGP,CSX,CTAS,CTSH,DASH,DDOG,DXCM,EA,EXC,FANG,FAST,FTNT,GEHC,GFS,GILD,GOOG,GOOGL,HON,IDXX,INTC,INTU,ISRG,KDP,KHC,KLAC,LIN,LRCX,LULU,MAR,MCHP,MDB,MDLZ,MELI,META,MNST,MRVL,MSFT,MSTR,MU,NFLX,NVDA,NXPI,ODFL,ON,ORLY,PANW,PAYX,PCAR,PDD,PEP,PLTR,PYPL,QCOM,REGN,ROP,ROST,SBUX,SNPS,TEAM,TMUS,TSLA,TTD,TTWO,TXN,VRSK,VRTX,WBD,WDAY,XEL,ZS
CSCO,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0
CSGP,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CSX,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTAS,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CTSH,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DASH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462
DDOG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DXCM,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,0.06343094290965912,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EA,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EXC,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FANG,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FAST,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0
FTNT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0
GEHC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0
GFS,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
GILD,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0
GOOG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,0.2916223820681463,1.0,1.0
GOOGL,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
HON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IDXX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0
INTC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,0.06343094290965912,1.0,0.002695837151911462,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
INTU,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ISRG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KDP,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KHC,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KLAC,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LIN,0.0003933538171629891,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LRCX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,0.2916223820681463,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LULU,1.0,0.2916223820681463,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,0.17881184471424394
MAR,1.0,1.0,1.0,1.0,0.0003933538171629891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06343094290965912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002695837151911462,1.0,1.0,1.0,1.0,1.0,4.6180160362396805e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00014040908755674764,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17881184471424394,1.0,1.0,1.0,1.0,0.2916223820681463,1.0,1.0,1.0,1.0,1.0,1.0
